Iteration;Value;Population;Vector_len;Test;Mutation
86;3.249981745663544e-05;500;4;michalewicz;de_best_2
87;3.249981745663544e-05;500;4;michalewicz;de_best_2
88;3.249981745663544e-05;500;4;michalewicz;de_best_2
89;3.249981745663544e-05;500;4;michalewicz;de_best_2
90;3.249981745663544e-05;500;4;michalewicz;de_best_2
91;3.249981745663544e-05;500;4;michalewicz;de_best_2
92;3.249981745663544e-05;500;4;michalewicz;de_best_2
93;3.249981745663544e-05;500;4;michalewicz;de_best_2
94;3.249981745663544e-05;500;4;michalewicz;de_best_2
95;3.249981745663544e-05;500;4;michalewicz;de_best_2
96;3.249981745663544e-05;500;4;michalewicz;de_best_2
97;3.249981745663544e-05;500;4;michalewicz;de_best_2
98;3.249981745663544e-05;500;4;michalewicz;de_best_2
99;3.249981745663544e-05;500;4;michalewicz;de_best_2
